word_in_doc,similarity,actual_medical_word
ever,89,Fever
infection,89,Infection
an injury,86,Brain injury
ever,89,Fever
all,86,Fall
ever,89,Fever
all,86,Fall
eating,86,Sweating
eating,86,Sweating
redness,88,Tiredness
yeast infection,93,Yeast infection
infection,89,Infection
out,86,Gout
chest pains,86,Chest pain
palpitations,92,Palpitations
regurgitation,92,Regurgitation
blood pressure,88,Low blood pressure
anxiety,86,Anxiety
all,86,Fall
all,86,Fall
toDiabetes,89,Diabetes
all,86,Fall
nightmare,89,Nightmare
all,86,Fall
old,86,Cold
Ulcerative colitis,100,Ulcerative colitis
colitis,86,Colitis
colitis,86,Colitis
out,86,Gout
diabetic,88,Diabetic
old,86,Cold
hot flashes,91,Hot flashes
all,86,Fall
old,86,Cold
all,86,Fall
Thyroid Cancer,93,Thyroid cancer
Cancer,100,Cancer
a pain,86,Ear pain
all,86,Fall
bleeding,88,Bleeding
out,86,Gout
out,86,Gout
out,86,Gout
out,86,Gout
eating,86,Sweating
eating,86,Sweating
all,86,Fall
all,86,Fall
the discoloration?,86,Tooth discoloration
out,86,Gout
all,86,Fall
bleeding,88,Bleeding
breast tenderness,94,Breast tenderness
tenderness,90,Tenderness
Could,89,Cold
old,86,Cold
withdrawn,89,Withdrawn
out,86,Gout
all,86,Fall
out,86,Gout
out,86,Gout
age,86,Rage
"yetBowel obstruction,",89,Bowel obstruction
Cyst,100,Cyst
"Stomach cramps,",97,Stomach cramps
food poisoning,93,Food poisoning
poisoning,89,Poisoning
out,86,Gout
heart attack,92,Heart attack
Streaming,89,Screaming
Streaming,89,Screaming
Streaming,89,Screaming
old,86,Cold
feeling sick,92,Feeling sick
Could,89,Cold
out,86,Gout
all,86,Fall
dry eyes,88,Dry eyes
inflammation,92,Inflammation
nervous,86,Nervous
old,86,Cold
old,86,Cold
claustrophobic,86,Claustrophobia
out,86,Gout
ever,89,Fever
vomiting,88,Vomiting
out,86,Gout
out,86,Gout
MS,100,MS
all,86,Fall
out,86,Gout
old,86,Cold
and burning,87,Pain burning
all,86,Fall
sciatica,88,Sciatica
ever,89,Fever
ADHD,100,ADHD
out,86,Gout
all,86,Fall
infertility,91,Infertility
all,86,Fall
out,86,Gout
old,86,Cold
epilepsy,88,Epilepsy
epilepsy,88,Epilepsy
Asthma,100,Asthma
wheezing,88,Wheezing
being irritated,88,Feeling irritated
all,86,Fall
Hysterical,89,Hysteria
frustration,91,Frustration
lymphoma,88,Lymphoma
ever,89,Fever
a pressure,87,Head pressure
out,86,Gout
old,86,Cold
age,86,Rage
all,86,Fall
numbness,88,Numbness
old,86,Cold
age,86,Rage
coherent,89,Incoherent
cleft palate,92,Cleft palate
"bladder cancer,",90,Bladder cancer
bladder cancer?,90,Bladder cancer
old,86,Cold
out,86,Gout
allergy,86,Allergy
eating,86,Sweating
nutrition,86,Malnutrition
out,86,Gout
itching,88,Twitching
out,86,Gout
all,86,Fall
genital herpes,93,Genital herpes
old,86,Cold
out,86,Gout
nauseated,89,Nauseated
"celiacs disease,",87,Celiac disease
all,86,Fall
nervous,86,Nervous
all,86,Fall
swelling,88,Swelling
old,86,Cold
out,86,Gout
out,86,Gout
out,86,Gout
all,86,Fall
all,86,Fall
all,86,Fall
all,86,Fall
out,86,Gout
bleeding,88,Bleeding
muscle cramp,92,Muscle cramp
bleeding,88,Bleeding
old,86,Cold
old,86,Cold
bursitis,88,Bursitis
old,86,Cold
all,86,Fall
bleeding,88,Bleeding
all,86,Fall
all,86,Fall
ever,89,Fever
out,86,Gout
all,86,Fall
out,86,Gout
coughing,88,Coughing
all,86,Fall
ever,89,Fever
eating,86,Sweating
all,86,Fall
eating,86,Sweating
out,86,Gout
out,86,Gout
out,86,Gout
weight gainI,87,Weight gain
all,86,Fall
old,86,Cold
flushed,86,Flushed
out,86,Gout
dehydration,91,Dehydration
bleeding,88,Bleeding
all,86,Fall
bleeding,88,Bleeding
old,86,Cold
foot cramps,91,Foot cramps
constipation,92,Constipation
out,86,Gout
discomfort,90,Discomfort
infection,89,Infection
stinging,88,Stinging
out,86,Gout
prostate cancer,93,Prostate cancer
out,86,Gout
all,86,Fall
out,86,Gout
out,86,Gout
nervous,86,Nervous
old,86,Cold
anxiety,86,Anxiety
panic attack,92,Panic attack
out,86,Gout
glaucoma,88,Glaucoma
glaucoma,88,Glaucoma
old,86,Cold
out,86,Gout
all,86,Fall
out,86,Gout
out,86,Gout
all,86,Fall
nightmare,89,Nightmare
all,86,Fall
old,86,Cold
all,86,Fall
vagina discharge,91,Vaginal discharge
old,86,Cold
night sweats,92,Night sweats
hot flashes,91,Hot flashes
all,86,Fall
weakness,88,Weakness
pelvic pains,87,Pelvic pain
out,86,Gout
pelvic pains,87,Pelvic pain
tearin pain,87,Uterine pain
infertilty,86,Infertility
old,86,Cold
burping,86,Burping
all,86,Fall
old,86,Cold
out,86,Gout
out,86,Gout
out,86,Gout
age,86,Rage
all,86,Fall
all,86,Fall
old,86,Cold
out,86,Gout
ever,89,Fever
all,86,Fall
"chest tightness,",90,Chest tightness
fatigue,86,Fatigue
all,86,Fall
out,86,Gout
all,86,Fall
photophobia,91,Photophobia
headache,88,Headache
out,86,Gout
eye disease,87,Lyme disease
lyme disease,92,Lyme disease
poisoning,89,Poisoning
old,86,Cold
out,86,Gout
all,86,Fall
old,86,Cold
old,86,Cold
ADD,86,ADHD
lung cancer,91,Lung cancer
old,86,Cold
all,86,Fall
ever,89,Fever
ear,86,Fear
Dizzyness,89,Dizziness
out,86,Gout
"mood swings,",87,Mood swings
Could,89,Cold
old,86,Cold
old,86,Cold
all,86,Fall
miscarriage,91,Miscarriage
bleeding,88,Bleeding
nauseous,88,Nauseous
weird feeling,92,Weird feeling
back pain,89,Back pain
out,86,Gout
blood pressure,88,Low blood pressure
blood pressure,88,Low blood pressure
all,86,Fall
Starting,93,Staring
all,86,Fall
out,86,Gout
all,86,Fall
ever,89,Fever
old,86,Cold
old,86,Cold
all,86,Fall
out,86,Gout
confused,88,Confused
perimenopausal symptoms,86,Menopausal symptoms
all,86,Fall
agoraphobia,91,Agoraphobia
all,86,Fall
addiction,89,Addiction
all,86,Fall
umbilical hernia,94,Umbilical hernia
Diarrhea,100,Diarrhea
all,86,Fall
old,86,Cold
old,86,Cold
old,86,Cold
out,86,Gout
old,86,Cold
out,86,Gout
all,86,Fall
all,86,Fall
old,86,Cold
out,86,Gout
all,86,Fall
blood pressure,88,Low blood pressure
all,86,Fall
all,86,Fall
all,86,Fall
old,86,Cold
old,86,Cold
old,86,Cold
nutrition,86,Malnutrition
"nightmares,",86,Nightmares
bed wetting,91,Bed wetting
out,86,Gout
out,86,Gout
out,86,Gout
out,86,Gout
nightmare,89,Nightmare
out,86,Gout
out,86,Gout
out,86,Gout
ADHD,100,ADHD
fatigue,86,Fatigue
fatigue,86,Fatigue
old,86,Cold
old,86,Cold
old,86,Cold
ever,89,Fever
menopausal symptoms,95,Menopausal symptoms
night sweats,92,Night sweats
pelvic pain,91,Pelvic pain
and pressure,88,Head pressure
all,86,Fall
out,86,Gout
menstrual cramps,94,Menstrual cramps
dehydration,91,Dehydration
all,86,Fall
"uterine cancer,",90,Uterine cancer
be bleeding,87,Eye bleeding
bleeding,88,Bleeding
out,86,Gout
all,86,Fall
all,86,Fall
out,86,Gout
weight loss,91,Weight loss
old,86,Cold
all,86,Fall
all,86,Fall
nose bleeds,86,Nose bleed
old,86,Cold
ever,89,Fever
old,86,Cold
out,86,Gout
out,86,Gout
out,86,Gout
out,86,Gout
over weight,86,Overweight
hypothyroidism,93,Hypothyroidism
out,86,Gout
all,86,Fall
all,86,Fall
knee pain,89,Knee pain
out,86,Gout
ever,89,Fever
out,86,Gout
eating,86,Sweating
out,86,Gout
all,86,Fall
tingling,88,Stinging
lip swelling,92,Lip swelling
swelling,88,Swelling
lip swelling,92,Lip swelling
swelling,88,Swelling
tingling,88,Stinging
tingling,88,Stinging
out,86,Gout
out,86,Gout
out,86,Gout
a burning,86,Pain burning
out,86,Gout
age,86,Rage
out,86,Gout
ever,89,Fever
all,86,Fall
all,86,Fall
out,86,Gout
stomach ulcer,92,Stomach ulcer
old,86,Cold
ever,89,Fever
burning sensationat,89,Burning sensation
a fever,88,Hay fever
infection,89,Infection
bleeding,88,Bleeding
all,86,Fall
all,86,Fall
all,86,Fall
an attack,86,Panic attack
old,86,Cold
all,86,Fall
out,86,Gout
all,86,Fall
out,86,Gout
"stomach cramps,",90,Stomach cramps
stomach cramp,89,Stomach cramps
constipation,92,Constipation
muscle strain,92,Muscle strain
all,86,Fall
old,86,Cold
all,86,Fall
old,86,Cold
out,86,Gout
bleeding,88,Bleeding
light period,88,Light periods
bleeding,88,Bleeding
bleeding,88,Bleeding
light period,88,Light periods
bleeding,88,Bleeding
poor vision,91,Poor vision
all,86,Fall
out,86,Gout
light period,88,Light periods
old,86,Cold
age,86,Rage
all,86,Fall
old,86,Cold
all,86,Fall
ever,89,Fever
a burning,86,Pain burning
out,86,Gout
out,86,Gout
old,86,Cold
all,86,Fall
all,86,Fall
old,86,Cold
old,86,Cold
out,86,Gout
old,86,Cold
abdominal pain,93,Abdominal pain
out,86,Gout
ovarian cancerSo,87,Ovarian cancer
bleeding,88,Bleeding
old,86,Cold
age,86,Rage
headache,88,Headache
Could,89,Cold
confused,88,Confused
on bleeding,88,Wound bleeding
bleeding,88,Bleeding
bleeding,88,Bleeding
bleeding,88,Bleeding
all,86,Fall
early infection,86,Ear infection
infection,89,Infection
confused,88,Confused
cataract,88,Cataract
old,86,Cold
all,86,Fall
all,86,Fall
old,86,Cold
ADHD,100,ADHD
out,86,Gout
out,86,Gout
screaming,89,Screaming
out,86,Gout
old,86,Cold
ADHD,100,ADHD
hyperactive,91,Hyperactive
out,86,Gout
out,86,Gout
yeast infection,93,Yeast infection
infection,89,Infection
infection,89,Infection
the infection,86,Chest infection
infection,89,Infection
me discomfort,89,Arm discomfort
discomfort,90,Discomfort
discomfort,90,Discomfort
old,86,Cold
out,86,Gout
ever,89,Fever
age,86,Rage
old,86,Cold
out,86,Gout
all,86,Fall
ever,89,Fever
ear,86,Fear
all,86,Fall
old,86,Cold
age,86,Rage
out,86,Gout
restless,88,Restless
out,86,Gout
all,86,Fall
anxiety,86,Anxiety
anxiety,86,Anxiety
all,86,Fall
irritability,92,Irritability
ever,89,Fever
out,86,Gout
all,86,Fall
no difference,88,Indifference
difference,91,Indifference
out,86,Gout
all,86,Fall
anxiety,86,Anxiety
tearing,86,Staring
cataract,88,Cataract
out,86,Gout
out,86,Gout
old,86,Cold
screaming,89,Screaming
eating,86,Sweating
all,86,Fall
MS,100,MS
Got,86,Gout
out,86,Gout
old,86,Cold
out,86,Gout
ostioarthritis,86,Osteoarthritis
restless,88,Restless
blood pressure,88,Low blood pressure
fibromyalgia,92,Fibromyalgia
age,86,Rage
headache,88,Headache
shingles,88,Shingles
ever,89,Fever
out,86,Gout
out,86,Gout
bells palsy,87,Bell's palsy
all,86,Fall
Meningitis,100,Meningitis
out,86,Gout
Could,89,Cold
Multiple Sclerosis,94,Multiple sclerosis
age,86,Rage
age,86,Rage
age,86,Rage
all,86,Fall
frequent headaches,94,Frequent headaches
old,86,Cold
old,86,Cold
all,86,Fall
all,86,Fall
addiction,89,Addiction
difference,91,Indifference
all,86,Fall
all,86,Fall
heart infection,87,Chest infection
infection,89,Infection
old,86,Cold
ever,89,Fever
ear,86,Fear
out,86,Gout
old,86,Cold
all,86,Fall
out,86,Gout
age,86,Rage
old,86,Cold
out,86,Gout
infertility,91,Infertility
Pain,100,Pain
all,86,Fall
Limping,100,Limping
overweight,90,Overweight
old,86,Cold
weight loss,91,Weight loss
all,86,Fall
Weight Loss,91,Weight loss
out,86,Gout
all,86,Fall
all,86,Fall
out,86,Gout
bleeding,88,Bleeding
out,86,Gout
bleeding,88,Bleeding
out,86,Gout
all,86,Fall
old,86,Cold
ever,89,Fever
or discharge,88,Ear discharge
itching,88,Twitching
all,86,Fall
out,86,Gout
out,86,Gout
all,86,Fall
old,86,Cold
all,86,Fall
eating,86,Sweating
all,86,Fall
staggering,90,Staggering
old,86,Cold
ADD,86,ADHD
ADHD,100,ADHD
Manic,100,Manic
out,86,Gout
all,86,Fall
all,86,Fall
Ovarian Cancer,93,Ovarian cancer
Cancer,100,Cancer
old,86,Cold
"weight gain,",87,Weight gain
over weight,86,Overweight
old,86,Cold
old,86,Cold
out,86,Gout
old,86,Cold
all,86,Fall
ever,89,Fever
worn out,88,Worn out
out,86,Gout
confused,88,Confused
old,86,Cold
fatigue,86,Fatigue
headache,88,Headache
out,86,Gout
all,86,Fall
tearing,86,Staring
tearing,86,Staring
old,86,Cold
out,86,Gout
out,86,Gout
all,86,Fall
eating,86,Sweating
eating,86,Sweating
diarrhea,88,Diarrhea
all,86,Fall
old,86,Cold
old,86,Cold
screaming,89,Screaming
out,86,Gout
out,86,Gout
infection,89,Infection
old,86,Cold
all,86,Fall
incontinence,92,Incontinence
ear,86,Fear
swollen gland,89,Swollen glands
all,86,Fall
ear,86,Fear
tonsillitis,91,Tonsillitis
ear,86,Fear
old,86,Cold
seizure,86,Seizure
bleeding,88,Bleeding
bleeding,88,Bleeding
seizure,86,Seizure
seizure,86,Seizure
seizure,86,Seizure
MS,100,MS
bleeding,88,Bleeding
my discharge,88,Eye discharge
bleeding,88,Bleeding
all,86,Fall
bleeding,88,Bleeding
oil,86,Boil
oil,86,Boil
oil,86,Boil
oil,86,Boil
all,86,Fall
Burling,86,Burping
out,86,Gout
all,86,Fall
old,86,Cold
age,86,Rage
out,86,Gout
bleeding,88,Bleeding
month bleeding,86,Mouth bleeding
bleeding,88,Bleeding
all,86,Fall
abscess,86,Abscess
abscess,86,Abscess
flushed,86,Flushed
out,86,Gout
out,86,Gout
all,86,Fall
all,86,Fall
old,86,Cold
itchy rash,90,Itchy rash
vertigo,86,Vertigo
old,86,Cold
out,86,Gout
out,86,Gout
out,86,Gout
out,86,Gout
swelling,88,Swelling
ever,89,Fever
discomfort,90,Discomfort
out,86,Gout
staring,86,Staring
out,86,Gout
all,86,Fall
out,86,Gout
screaming,89,Screaming
old,86,Cold
"overweight,",86,Overweight
old,86,Cold
weigh loss,86,Weight loss
overweight,90,Overweight
overweight,90,Overweight
hepatitis,89,Hepatitis
all,86,Fall
shaking,86,Shaking
old,86,Cold
old,86,Cold
age,86,Rage
all,86,Fall
out,86,Gout
out,86,Gout
confused,88,Confused
out,86,Gout
old,86,Cold
old,86,Cold
old,86,Cold
eye pain,88,Eye pain
vision loss,91,Vision loss
blurred vision,93,Blurred vision
old,86,Cold
a fever,88,Hay fever
all,86,Fall
coughing,88,Coughing
coughing,88,Coughing
old,86,Cold
old,86,Cold
out,86,Gout
old,86,Cold
all,86,Fall
ever,89,Fever
out,86,Gout
confused,88,Confused
all,86,Fall
"joint pain,",86,Joint pain
joint pain,90,Joint pain
old,86,Cold
out,86,Gout
all,86,Fall
all,86,Fall
"exhaustion,",86,Exhaustion
lightheadedness,93,Lightheadedness
out,86,Gout
glaucoma,88,Glaucoma
all,86,Fall
old,86,Cold
old,86,Cold
heartburn,89,Heartburn
a burning,86,Pain burning
all,86,Fall
heartburn,89,Heartburn
old,86,Cold
out,86,Gout
all,86,Fall
old,86,Cold
out,86,Gout
bleeding,88,Bleeding
all,86,Fall
miscarriage,91,Miscarriage
some discoloration,86,Gum discoloration
discoloration,87,Gum discoloration
age,86,Rage
sagging,86,Gagging
bleeding,88,Bleeding
bleeding,88,Bleeding
miscarriage,91,Miscarriage
all,86,Fall
all,86,Fall
stretch marks,92,Stretch marks
out,86,Gout
out,86,Gout
out,86,Gout
headache,88,Headache
no discomfort,86,Foot discomfort
discomfort,90,Discomfort
hypothyroidism,93,Hypothyroidism
hypothyroidism,93,Hypothyroidism
memory loss,91,Memory loss
hypothyroidism,93,Hypothyroidism
eating,86,Sweating
all,86,Fall
sickness,88,Sickness
irritable,89,Irritable
old,86,Cold
difference,91,Indifference
heart attacks,88,Heart attack
old,86,Cold
all,86,Fall
old,86,Cold
all,86,Fall
eating,86,Sweating
itching,88,Twitching
a burning,86,Pain burning
yeast infection,93,Yeast infection
infection,89,Infection
bad discomfort,90,Head discomfort
discomfort,90,Discomfort
all,86,Fall
all,86,Fall
all,86,Fall
out,86,Gout
old,86,Cold
blood pressure,88,Low blood pressure
Arthritis,100,Arthritis
all,86,Fall
all,86,Fall
all,86,Fall
out,86,Gout
an infection,88,Ear infection
infection,89,Infection
internal bleeding,94,Internal bleeding
bleeding,88,Bleeding
miscarriage,91,Miscarriage
"constipation,",88,Constipation
out,86,Gout
out,86,Gout
old,86,Cold
diarrhea,88,Diarrhea
all,86,Fall
old,86,Cold
anxiety,86,Anxiety
Could,89,Cold
all,86,Fall
out,86,Gout
out,86,Gout
old,86,Cold
old,86,Cold
all,86,Fall
old,86,Cold
all,86,Fall
nervous,86,Nervous
all,86,Fall
all,86,Fall
out,86,Gout
old,86,Cold
out,86,Gout
astigamatism,87,Astigmatism
age,86,Rage
out,86,Gout
out,86,Gout
vomiting,88,Vomiting
sore throat,91,Sore throat
dehydration,91,Dehydration
"inflammation,",88,Inflammation
sweating,88,Sweating
gastritis,89,Gastritis
eating,86,Sweating
fertility,90,Infertility
all,86,Fall
eating,86,Sweating
irritable,89,Irritable
old,86,Cold
anxiety,86,Anxiety
out,86,Gout
all,86,Fall
all,86,Fall
out,86,Gout
old,86,Cold
infection,89,Infection
out,86,Gout
all,86,Fall
all,86,Fall
out,86,Gout
all,86,Fall
chicken pox,86,Chickenpox
age,86,Rage
out,86,Gout
all,86,Fall
out,86,Gout
all,86,Fall
withdrawn,89,Withdrawn
out,86,Gout
switching,89,Twitching
all,86,Fall
withdrawn,89,Withdrawn
bleeding,88,Bleeding
out,86,Gout
"Breast Cancer,",89,Breast cancer
"Cancer,",92,Cancer
out,86,Gout
rising,86,Bruising
out,86,Gout
old,86,Cold
all,86,Fall
out,86,Gout
ever,89,Fever
all,86,Fall
old,86,Cold
old,86,Cold
out,86,Gout
all,86,Fall
out,86,Gout
old,86,Cold
all,86,Fall
"mental disorder,",90,Mental disorder
anxiety,86,Anxiety
out,86,Gout
all,86,Fall
mood swings,91,Mood swings
nightmares,90,Nightmares
vivid dreams),88,Vivid dreams
panic attack,92,Panic attack
anxiety,86,Anxiety
bad mood,88,Bad mood
allergy,86,Allergy
redness,88,Tiredness
out,86,Gout
"internally bleeding,",86,Internal bleeding
all,86,Fall
anxiety,86,Anxiety
"kidney pain,",87,Kidney pain
"kidney stones,",89,Kidney stones
kidney stones,92,Kidney stones
all,86,Fall
all,86,Fall
ever,89,Fever
all,86,Fall
all,86,Fall
infection,89,Infection
all,86,Fall
weightloss,86,Weight loss
out,86,Gout
bleeding,88,Bleeding
itching,88,Twitching
and burning,87,Pain burning
or infection,88,Ear infection
infection,89,Infection
liver failure,92,Liver failure
old,86,Cold
arthritis,89,Arthritis
out,86,Gout
no digestion,87,Indigestion
digestion,90,Indigestion
sinus infection,93,Sinus infection
infection,89,Infection
shaking,86,Shaking
sinus infection,93,Sinus infection
infection,89,Infection
exhaustion,90,Exhaustion
twitching,89,Twitching
all,86,Fall
twitching,89,Twitching
all,86,Fall
ear,86,Fear
vaginal discharge,94,Vaginal discharge
hypertension,92,Hypertension
out,86,Gout
eating,86,Sweating
out,86,Gout
all,86,Fall
all,86,Fall
Nervous,100,Nervous
A Miscarriage,92,Miscarriage
Miscarriage,100,Miscarriage
Birth Defect,88,Birth defects
Nervous,100,Nervous
irritable,89,Irritable
constipation,92,Constipation
irregular periods,94,Irregular periods
bipolar disorder,94,Bipolar disorder
all,86,Fall
pimples,86,Pimples
an infection,88,Ear infection
infection,89,Infection
age,86,Rage
age,86,Rage
old,86,Cold
age,86,Rage
open wound,90,Open wound
all,86,Fall
old,86,Cold
old,86,Cold
all,86,Fall
nightmares,90,Nightmares
eating,86,Sweating
ever,89,Fever
all,86,Fall
all,86,Fall
night terrors,92,Night terrors
restless,88,Restless
ankle swelling,93,Ankle swelling
swelling,88,Swelling
redness,88,Tiredness
heals,91,Wheals
swelling,88,Swelling
old,86,Cold
Could,89,Cold
blood pressure,88,Low blood pressure
all,86,Fall
feeling sick,92,Feeling sick
bruising,88,Bruising
swelling,88,Swelling
out,86,Gout
swelling,88,Swelling
old,86,Cold
age,86,Rage
old,86,Cold
out,86,Gout
age,86,Rage
age,86,Rage
age,86,Rage
all,86,Fall
all,86,Fall
all,86,Fall
old,86,Cold
out,86,Gout
all,86,Fall
all,86,Fall
all,86,Fall
old,86,Cold
difference,91,Indifference
Fibromyalgia,100,Fibromyalgia
vomiting,88,Vomiting
out,86,Gout
cold symptomsie,86,Cold symptoms
"sore throat,",87,Sore throat
"runny nose,",86,Runny nose
cold symptoms,92,Cold symptoms
sickness,88,Sickness
old,86,Cold
vaginal disharge,91,Vaginal discharge
old,86,Cold
old,86,Cold
ever,89,Fever
all,86,Fall
bleeding,88,Bleeding
age,86,Rage
out,86,Gout
out,86,Gout
out,86,Gout
War,86,Wart
War,86,Wart
fatigue,86,Fatigue
Manning,86,Moaning
out,86,Gout
union,91,Bunion
all,86,Fall
out,86,Gout
all,86,Fall
sweating,88,Sweating
out,86,Gout
all,86,Fall
bladder infection),91,Bladder infection
out,86,Gout
or discomfort,89,Arm discomfort
discomfort,90,Discomfort
abdominal discomfort,95,Abdominal discomfort
discomfort,90,Discomfort
The discomfort,87,Chest discomfort
discomfort,90,Discomfort
Could,89,Cold
out,86,Gout
all,86,Fall
bleeding,88,Bleeding
bleeding,88,Bleeding
bleeding,88,Bleeding
old,86,Cold
out,86,Gout
ever,89,Fever
age,86,Rage
difference,91,Indifference
out,86,Gout
substance abuser,90,Substance abuse
age,86,Rage
age,86,Rage
all,86,Fall
meningitis,90,Meningitis
old,86,Cold
tingling,88,Stinging
over weight,86,Overweight
stomach pain,92,Stomach pain
all,86,Fall
anxiety,86,Anxiety
old,86,Cold
all,86,Fall
out,86,Gout
out,86,Gout
out,86,Gout
out,86,Gout
old,86,Cold
all,86,Fall
out,86,Gout
all,86,Fall
all,86,Fall
all,86,Fall
all,86,Fall
all,86,Fall
all,86,Fall
weakness,88,Weakness
out,86,Gout
old,86,Cold
all,86,Fall
eating,86,Sweating
all,86,Fall
old,86,Cold
old,86,Cold
all,86,Fall
all,86,Fall
all,86,Fall
eating,86,Sweating
out,86,Gout
all,86,Fall
ADHD,100,ADHD
ADHD,100,ADHD
astigmatism,91,Astigmatism
"fision ,loss",87,Vision loss
out,86,Gout
"menstral cramps,",88,Menstrual cramps
inguinal hernias,90,Inguinal hernia
all,86,Fall
a pain,86,Ear pain
all,86,Fall
chronic pain,92,Chronic pain
ever,89,Fever
all,86,Fall
inflammation,92,Inflammation
allergy,86,Allergy
itching,88,Twitching
itching,88,Twitching
all,86,Fall
all,86,Fall
all,86,Fall
fungal infection,94,Fungal infection
infection,89,Infection
itching,88,Twitching
all,86,Fall
heals,91,Wheals
out,86,Gout
menopausal symptoms,95,Menopausal symptoms
lost weight,91,Lost weight
ever,89,Fever
anxiety,86,Anxiety
seizure,86,Seizure
bruising,88,Bruising
stinging,88,Stinging
all,86,Fall
all,86,Fall
Could,89,Cold
ever,89,Fever
out,86,Gout
as Prostatecancer,88,Prostate cancer
Prostatecancer,97,Prostate cancer
out,86,Gout
old,86,Cold
screaming,89,Screaming
out,86,Gout
out,86,Gout
internal bleeding,94,Internal bleeding
bleeding,88,Bleeding
heart attack,92,Heart attack
all,86,Fall
nervous,86,Nervous
old,86,Cold
out,86,Gout
old,86,Cold
anxiety,86,Anxiety
anxiety,86,Anxiety
"agressive behavior,",89,Aggressive behavior
out,86,Gout
seizure,86,Seizure
broken leg,90,Broken leg
out,86,Gout
all,86,Fall
swollen eyelid,93,Swollen eyelid
all,86,Fall
age,86,Rage
impotence,89,Impotence
Could,89,Cold
"weight gain""",87,Weight gain
out,86,Gout
all,86,Fall
misscarriage,87,Miscarriage
sagging,86,Gagging
swollen gland,89,Swollen glands
old,86,Cold
lost weight?,87,Lost weight
bleeding,88,Bleeding
all,86,Fall
blisters,88,Blisters
swelling,88,Swelling
headache,88,Headache
blood pressure,88,Low blood pressure
blood pressure,88,Low blood pressure
blood pressure,88,Low blood pressure
blood pressure,88,Low blood pressure
"heart attack,",88,Heart attack
blood pressure,88,Low blood pressure
blood pressure,88,Low blood pressure
all,86,Fall
aneurysm,88,Aneurysm
blood pressure,88,Low blood pressure
blood pressure,88,Low blood pressure
Could,89,Cold
aneurysm,88,Aneurysm
sleep apnea,91,Sleep apnea
sleep apnea,91,Sleep apnea
chest pains,86,Chest pain
ever,89,Fever
all,86,Fall
all,86,Fall
"constipation,",88,Constipation
flanck pain,86,Flank pain
sickness,88,Sickness
weakness,88,Weakness
infection,89,Infection
constipation,92,Constipation
all,86,Fall
all,86,Fall
",chronic pain",88,Chronic pain
all,86,Fall
old,86,Cold
all,86,Fall
cataract,88,Cataract
out,86,Gout
all,86,Fall
anxiety,86,Anxiety
art,86,Wart
all,86,Fall
normal behavior?,88,Abnormal behaviour
out,86,Gout
all,86,Fall
all,86,Fall
all,86,Fall
old,86,Cold
itching,88,Twitching
psoriasis,89,Psoriasis
psoriasis,89,Psoriasis
Bell's palsy,100,Bell's palsy
oil,86,Boil
out,86,Gout
double visioned,86,Double vision
old,86,Cold
out,86,Gout
all,86,Fall
all,86,Fall
Could,89,Cold
out,86,Gout
out,86,Gout
all,86,Fall
vaginal discharge,94,Vaginal discharge
out,86,Gout
ever,89,Fever
"yeast infection,",90,Yeast infection
out,86,Gout
old,86,Cold
a pressure,87,Head pressure
fracture,88,Fracture
a fracture,91,Jaw fracture
fracture,88,Fracture
infection,89,Infection
a pain,86,Ear pain
miscarriage,91,Miscarriage
miscarriage,91,Miscarriage
all,86,Fall
ever,89,Fever
ever,89,Fever
out,86,Gout
out,86,Gout
all,86,Fall
all,86,Fall
old,86,Cold
Could,89,Cold
all,86,Fall
out,86,Gout
old,86,Cold
stiffness,89,Stiffness
shaking,86,Shaking
anxiety,86,Anxiety
out,86,Gout
anxiety,86,Anxiety
Confused,100,Confused
out,86,Gout
hemorrhoids,91,Hemorrhoids
worn out,88,Worn out
out,86,Gout
After that,86,After taste
"constipation,",88,Constipation
anxiety,86,Anxiety
Could,89,Cold
bleeding,88,Bleeding
constipation,92,Constipation
out,86,Gout
out,86,Gout
out,86,Gout
swelling,88,Swelling
sinus infection,93,Sinus infection
infection,89,Infection
Could,89,Cold
old,86,Cold
old,86,Cold
old,86,Cold
old,86,Cold
age,86,Rage
old,86,Cold
old,86,Cold
all,86,Fall
old,86,Cold
bleeding,88,Bleeding
out,86,Gout
bleeding,88,Bleeding
out,86,Gout
the tightness,86,Chest tightness
old,86,Cold
out,86,Gout
all,86,Fall
old,86,Cold
old,86,Cold
out,86,Gout
out,86,Gout
out,86,Gout
old,86,Cold
blister,86,Blister
blister,86,Blister
hooking,86,Choking
nutrition,86,Malnutrition
old,86,Cold
out,86,Gout
out,86,Gout
out,86,Gout
out,86,Gout
out,86,Gout
out,86,Gout
all,86,Fall
all,86,Fall
out,86,Gout
old,86,Cold
flushed,86,Flushed
all,86,Fall
"Screaming,",95,Screaming
old,86,Cold
weight loss?,87,Weight loss
feeling sick,92,Feeling sick
old,86,Cold
out,86,Gout
all,86,Fall
out,86,Gout
ADHD;,89,ADHD
out,86,Gout
normal behavior?,88,Abnormal behaviour
knee pain,89,Knee pain
old,86,Cold
all,86,Fall
all,86,Fall
out,86,Gout
out,86,Gout
old,86,Cold
muscle pain,91,Muscle pain
all,86,Fall
muscle pain,91,Muscle pain
hot flashes,91,Hot flashes
hot flashes,91,Hot flashes
breast cancer,92,Breast cancer
hot flashes,91,Hot flashes
old,86,Cold
all,86,Fall
out,86,Gout
out,86,Gout
